,x_pixel,y_pixel,nucleus_type,cell_type
C_188,74.63031899999942,601.8790957,1_unsure,Ambiguous
C_189,75.91372599999976,442.07516189999984,MPA,OD Mature 2
C_190,80.91701899999953,582.6960073,1_unsure,Excitatory
C_191,83.75785399999995,513.8817242,MPA,OD Mature 1
C_192,95.29811299999984,560.3185791,1_unsure,Inhibitory
C_193,101.65306499999951,554.8979216,MPA,Ambiguous
C_194,105.88387699999976,607.2742125,1_unsure,Endothelial 1
C_195,108.73428799999964,447.98519689999983,MPA,OD Mature 2
C_196,110.53977499999974,593.6619169999999,1_unsure,OD Mature 2
C_197,111.0934059999995,461.5026781,MPA,Endothelial 1
C_198,108.62171699999952,519.3759922999999,MPA,Ambiguous
C_199,118.52750999999944,580.6126331,MPA,OD Mature 2
C_200,122.11468599999986,562.3032748999998,MPA,Ambiguous
C_201,128.43911899999966,432.6589387999999,MPA,Endothelial 3
C_202,127.36281999999984,445.2528352000001,MPA,Inhibitory
C_203,131.64354999999978,568.2895354,MPA,Endothelial 1
C_204,140.8788890000001,499.471377,MPA,Excitatory
C_205,137.92619899999954,575.201775,MPA,Endothelial 1
C_206,139.38823499999944,592.5782276000001,MPA,Inhibitory
C_207,146.0591839999997,526.8705781,MPA,Inhibitory
C_208,155.08421799999996,582.4311101999998,MPA,Ambiguous
C_209,154.80427099999952,482.1214619,MPA,Ambiguous
C_210,158.06952999999976,535.0832728999999,MPA,OD Mature 2
C_211,161.1613769999999,470.3890235,MPA,OD Mature 2
C_212,163.54763400000004,513.1786206999999,MPA,Inhibitory
C_213,170.35417499999994,482.92490970000006,MPA,Astrocyte
C_214,172.83226299999978,536.7515387999998,MPA,OD Mature 2
C_215,177.1743939999997,461.88000349999993,MPA,OD Mature 2
C_216,186.3120019999997,508.3023280000001,MPA,Inhibitory
C_217,190.5672349999996,425.9908312,MPA,Inhibitory
C_218,205.20947499999968,485.7124177999999,MPA,Inhibitory
C_219,203.91890599999988,601.7856949,MPA,Inhibitory
C_220,209.379798,465.3916069,MPA,OD Immature 1
C_221,208.5475409999999,573.5774435000002,MPA,Inhibitory
C_222,213.5384559999997,503.3292535,MPA,Ambiguous
C_223,30.651082999999748,431.5096742999999,MPA,Endothelial 1
C_224,32.117041999999856,460.8540994,1_unsure,OD Mature 1
C_225,54.82265799999959,552.9415753999998,1_unsure,Ambiguous
C_226,157.64851399999995,551.8201912000001,MPA,Ambiguous
C_227,172.3609139999999,605.6711713,MPA,Astrocyte
C_228,177.60795199999984,508.23335570000006,MPA,Endothelial 1
C_229,182.01037300000007,438.2768659,MPA,Ambiguous
C_230,191.1815199999996,530.2953026,MPA,OD Mature 3
C_231,202.6747099999997,468.157246,MPA,Endothelial 3
C_232,207.0259649999998,525.6810047,MPA,Ambiguous
C_233,102.9889779999994,454.4036321,MPA,OD Mature 2
C_234,119.27441799999995,431.9726173999998,MPA,Inhibitory
C_235,140.40511899999956,465.938141,MPA,Ambiguous
C_236,178.4396929999998,426.423086,MPA,Inhibitory
C_237,116.23799999999984,448.4108929,MPA,Astrocyte
C_238,188.13355999999973,505.85352300000005,MPA,Ambiguous
C_239,33.87057899999991,693.8816565000001,1_unsure,Inhibitory
C_240,40.93682899999976,763.7523449,1_unsure,Excitatory
C_241,44.45943899999976,744.4462222,1_unsure,Inhibitory
C_242,46.18477799999937,665.7221548,1_unsure,Excitatory
C_243,53.10014099999989,705.3481316000001,1_unsure,OD Mature 2
C_244,53.55457499999966,715.2137984999998,1_unsure,Ambiguous
C_245,55.93823599999996,795.3113619000002,1_unsure,Excitatory
C_246,66.10037899999952,661.7922947000001,1_unsure,Astrocyte
C_247,73.59725199999956,801.2284225999998,1_unsure,Astrocyte
C_248,76.54216799999995,789.7776236000001,1_unsure,Inhibitory
C_249,80.7455319999999,766.2810248000002,1_unsure,Excitatory
C_250,85.6637609999998,715.6357568999998,1_unsure,Excitatory
C_251,98.63038099999947,768.9350548,1_unsure,Inhibitory
C_252,99.92732799999978,684.6841635999998,1_unsure,Excitatory
C_253,107.77709499999992,650.0819495000001,1_unsure,Inhibitory
C_254,108.0836609999997,786.852529,1_unsure,Inhibitory
C_255,117.52846499999988,656.5287825,1_unsure,Inhibitory
C_256,117.6188579999998,791.0816769999999,1_unsure,Astrocyte
C_257,113.7484099999997,700.7374957999999,1_unsure,OD Mature 2
C_258,118.9582839999998,721.5270284999998,1_unsure,Endothelial 1
C_259,124.16518399999995,680.5340775000001,1_unsure,Ambiguous
C_260,125.79812799999944,699.8339823,1_unsure,OD Mature 1
C_261,132.89282799999955,780.8481446000002,1_unsure,Inhibitory
C_262,135.73442699999987,679.1780722999998,1_unsure,Astrocyte
C_263,142.6970789999996,632.5522472,1_unsure,Endothelial 1
C_264,143.66017099999954,692.3152813999999,1_unsure,Endothelial 1
C_265,146.89914499999986,717.3729827999999,1_unsure,Inhibitory
C_266,159.52473999999984,683.0088927999999,1_unsure,Endothelial 1
C_267,160.91027899999972,796.4683177000001,1_unsure,Astrocyte
C_268,165.143689,728.6927447,1_unsure,Ambiguous
C_269,164.4443779999997,779.6320074,1_unsure,Inhibitory
C_270,172.39226799999958,638.4787415,MPA,Endothelial 3
C_271,178.81103099999973,738.7620668,1_unsure,Endothelial 3
C_272,180.9253839999997,753.5819918999999,1_unsure,Endothelial 1
C_273,182.4114629999999,716.1974752,1_unsure,Astrocyte
C_274,184.64355500000008,737.1655131,1_unsure,Ambiguous
C_275,182.37862799999945,775.7621231,1_unsure,Endothelial 1
C_276,186.8027549999997,659.9026487000001,MPA,OD Mature 2
C_277,199.0145949999996,729.8768719,1_unsure,Ambiguous
C_278,196.365582,629.4630811000001,MPA,OD Mature 2
C_279,200.47475399999985,765.0465925999998,1_unsure,OD Mature 2
C_280,204.15493999999995,677.3860440999998,MPA,Astrocyte
C_281,208.6473219999998,719.7706211,MPA,Inhibitory
C_282,208.4365989999997,807.2739956999999,1_unsure,OD Mature 2
C_283,213.8605759999996,678.5919403,MPA,Endothelial 3
C_284,85.19861199999968,780.4215720999999,1_unsure,Inhibitory
C_285,106.71207399999956,727.6523672000001,1_unsure,Inhibitory
C_286,118.56209899999978,756.2147212,1_unsure,OD Mature 1
C_287,131.5109480000001,766.9860848999998,1_unsure,OD Mature 2
C_288,142.73589899999982,649.6507649,1_unsure,Endothelial 1
C_289,155.4785159999997,676.1790143999998,1_unsure,Endothelial 3
C_290,189.0890409999997,677.7480774999998,MPA,Inhibitory
C_291,44.25794899999983,682.1268305,1_unsure,Inhibitory
C_292,47.38281299999972,634.6299868000001,1_unsure,Endothelial 1
C_293,171.9442309999995,717.7517281,1_unsure,Endothelial 1
C_294,162.344161,696.8032181,1_unsure,OD Mature 2
C_295,169.40014399999973,700.2750779999999,1_unsure,Microglia
C_296,28.12694499999997,965.48265713,1_unsure,Microglia
C_297,29.5029639999998,1003.12300134,1_unsure,Microglia
C_298,41.39273799999955,937.1254391,1_unsure,Inhibitory
C_299,60.74168099999952,847.9341207,1_unsure,Inhibitory
C_300,60.563456999999744,869.2578208999998,1_unsure,Inhibitory
C_301,65.6925699999997,1001.63068529,1_unsure,Inhibitory
C_302,66.0920799999999,893.7958845999998,1_unsure,Endothelial 1
C_303,66.35421699999961,962.03346743,1_unsure,Inhibitory
C_304,68.73943599999984,931.7400415,1_unsure,Endothelial 1
C_305,76.87537299999985,998.84545771,PS,Ambiguous
C_306,76.99311699999953,950.5256785,1_unsure,Ambiguous
C_307,81.32268999999951,963.75100837,1_unsure,Inhibitory
C_308,75.3494129999999,913.9137839,1_unsure,Inhibitory
C_309,81.24598399999968,893.4421656999999,1_unsure,Inhibitory
C_310,91.380991,912.4864064,1_unsure,Astrocyte
C_311,94.23167999999988,947.8752233,1_unsure,Inhibitory
C_312,100.58389999999964,850.6355139000001,1_unsure,Inhibitory
C_313,102.43383999999968,1001.72247465,PS,Inhibitory
C_314,101.73686499999984,828.2046716,1_unsure,Inhibitory
C_315,107.9992529999995,986.82751584,PS,Inhibitory
C_316,106.3145169999998,1010.2543559,PS,Endothelial 1
C_317,110.8520789999998,858.1237068,1_unsure,Microglia
C_318,115.62040799999976,863.796935,1_unsure,Astrocyte
C_319,116.47199499999986,848.9767111,1_unsure,Inhibitory
C_320,120.46266399999968,921.2086829,1_unsure,Ambiguous
C_321,123.56986299999971,897.4453653999999,1_unsure,Inhibitory
C_322,133.7486829999998,970.68945642,PS,Inhibitory
C_323,142.67674499999976,858.9984394999999,1_unsure,Ambiguous
C_324,145.7084329999998,869.8789866999998,1_unsure,OD Immature 1
C_325,154.55710999999974,829.2351785,1_unsure,OD Mature 1
C_326,155.4540079999997,993.16781098,PS,Inhibitory
C_327,159.3310859999997,939.428973,1_unsure,Inhibitory
C_328,169.1572269999997,983.00463215,PS,Inhibitory
C_329,173.16451899999947,907.0950542,1_unsure,Inhibitory
C_330,180.8201739999995,869.392505,1_unsure,OD Mature 2
C_331,196.3974089999997,883.8266305,1_unsure,Endothelial 1
C_332,197.5788739999998,928.4984706,1_unsure,Astrocyte
C_333,197.6774199999996,1005.92502045,PS,Inhibitory
C_334,199.48998200000003,895.5230138000001,1_unsure,Inhibitory
C_335,189.91829800000005,982.08348045,PS,Excitatory
C_336,208.3960689999994,865.3762873,1_unsure,OD Mature 2
C_337,207.4472939999996,905.858202,1_unsure,Ambiguous
C_338,209.09719899999985,875.3869629000001,1_unsure,Ambiguous
C_339,35.53400499999998,883.0296548,1_unsure,Inhibitory
C_340,42.66130399999975,836.4461907000001,1_unsure,Inhibitory
C_341,44.36009499999954,949.6362177,1_unsure,Inhibitory
C_342,47.25312799999938,1011.86957758,1_unsure,Astrocyte
C_343,104.7547469999995,897.2061636,1_unsure,Ambiguous
C_344,108.35918499999978,949.3380381,1_unsure,Astrocyte
C_345,131.6919439999997,908.5930211,1_unsure,Ambiguous
C_346,136.99528999999984,947.0527595,PS,Excitatory
C_347,166.53399499999978,850.4147358999999,1_unsure,Endothelial 3
C_348,170.0705969999999,879.7000249,1_unsure,Inhibitory
C_349,182.3602109999997,951.8295027,PS,Inhibitory
C_350,201.3680339999996,936.6981858,PS,Inhibitory
C_351,28.36029899999949,936.4533367,1_unsure,Astrocyte
C_352,65.08395299999938,835.2891543000002,1_unsure,Microglia
C_353,87.77091099999961,868.6666462000002,1_unsure,Inhibitory
C_354,94.63294599999972,938.1493483,1_unsure,Inhibitory
C_355,119.43507499999988,958.5284587,PS,Endothelial 1
C_356,128.38531799999964,924.6922044,1_unsure,OD Mature 2
C_357,145.63821199999938,908.0849259,1_unsure,Astrocyte
C_358,168.29388299999982,872.3086676,1_unsure,Excitatory
C_359,175.70109699999966,984.85292934,PS,Astrocyte
C_360,96.23600199999964,1008.79236506,PS,Inhibitory
C_361,99.97816499999954,999.03041596,PS,Inhibitory
C_362,134.4651149999995,995.5845105,PS,Inhibitory
C_363,38.5030259999994,1160.9650154,1_unsure,Inhibitory
C_364,44.60855199999968,1125.55632737,1_unsure,Inhibitory
C_365,44.47467999999981,1091.85260849,1_unsure,OD Mature 2
C_366,44.62135099999978,1137.80285518,1_unsure,Inhibitory
C_367,44.72462199999973,1078.7607023,1_unsure,Astrocyte
C_368,52.98445299999958,1157.41311271,1_unsure,OD Immature 1
C_369,52.33552299999974,1056.484529918,1_unsure,Excitatory
C_370,64.61102799999935,1208.2434915,1_unsure,Inhibitory
C_371,65.99942099999953,1190.5690284000002,1_unsure,Endothelial 1
C_372,70.40085999999974,1066.341875094,1_unsure,Microglia
C_373,73.14900799999988,1129.89748517,1_unsure,Inhibitory
C_374,76.57115500000009,1175.2381624000002,1_unsure,Endothelial 3
C_375,76.08060099999966,1066.144441574,1_unsure,OD Mature 2
C_376,78.79597199999989,1057.319608879,PS,Inhibitory
C_377,80.45081499999971,1037.99066348,PS,Inhibitory
C_378,85.19711400000007,1065.598582664,PS,Excitatory
C_379,93.4958429999997,1184.1796753,1_unsure,Microglia
C_380,94.79129699999976,1035.19486725,PS,Inhibitory
C_381,99.01442499999985,1083.52793401,PS,Inhibitory
C_382,103.32390799999985,1138.111982,1_unsure,Inhibitory
C_383,104.69658200000003,1102.04985985,1_unsure,Excitatory
C_384,108.9619249999996,1107.50611441,1_unsure,Excitatory
C_385,108.395618,1059.284140051,PS,Ambiguous
C_386,106.78285499999993,1202.8004913,BNST,Astrocyte
C_387,109.143102,1177.5869754,1_unsure,Inhibitory
C_388,119.9437969999999,1161.2532043,1_unsure,Endothelial 3
C_389,123.56709099999986,1071.70173166,PS,Inhibitory
C_390,126.3458179999998,1120.51711202,1_unsure,Excitatory
C_391,128.73118999999951,1206.5624196,BNST,Inhibitory
C_392,128.9108980000001,1187.9403725,BNST,Inhibitory
C_393,130.5313659999997,1153.12484588,1_unsure,Astrocyte
C_394,134.65889599999946,1212.0149554000002,BNST,Inhibitory
C_395,136.3045089999996,1043.67438069,PS,Ambiguous
C_396,137.431959,1072.1997219,PS,Microglia
C_397,142.12306499999974,1178.4585839,BNST,Inhibitory
C_398,141.06467299999986,1052.709603115,PS,Inhibitory
C_399,147.72922599999947,1076.557184,PS,Inhibitory
C_400,150.2173939999998,1114.43771575,PS,Excitatory
C_401,149.6321429999998,1206.3557698,BNST,Astrocyte
C_402,151.02246999999986,1028.48689025,PS,Endothelial 1
C_403,152.88090499999996,1142.74621712,1_unsure,Astrocyte
C_404,157.6018399999998,1120.81672995,PS,Excitatory
C_405,163.04740599999968,1169.1662365999998,BNST,OD Immature 1
C_406,170.0910769999996,1187.1170647,BNST,Inhibitory
C_407,171.45664999999963,1063.279983804,PS,Excitatory
C_408,179.84819199999947,1208.1759492,BNST,Inhibitory
C_409,186.3831,1161.4706582,1_unsure,Inhibitory
C_410,190.22000500000013,1061.501448579,PS,Inhibitory
C_411,187.38436699999968,1144.41342128,1_unsure,Inhibitory
C_412,194.8998359999996,1108.84609727,PS,Endothelial 3
C_413,202.5118630000001,1174.1160186,BNST,Inhibitory
C_414,46.79750099999956,1187.0452300000002,1_unsure,Inhibitory
C_415,60.59450500000003,1038.85064074,1_unsure,Microglia
C_416,89.0460549999998,1090.27359066,1_unsure,Inhibitory
C_417,88.9152829999998,1157.44806645,1_unsure,Inhibitory
C_418,100.84961799999974,1157.52557678,1_unsure,Inhibitory
C_419,184.1448569999997,1040.6091708,PS,Inhibitory
C_420,57.27251799999976,1164.2901194,1_unsure,Astrocyte
C_421,61.10802799999965,1171.356394,1_unsure,Inhibitory
C_422,123.09283899999993,1090.81843351,PS,Excitatory
C_423,162.25062399999982,1071.98310705,PS,OD Immature 1
C_424,163.9757089999998,1030.65893897,PS,Astrocyte
C_425,173.41005700000005,1112.0831543,PS,Inhibitory
C_426,202.3765319999997,1181.6979769000002,BNST,Inhibitory
C_427,204.4299759999994,1124.46671374,PS,Inhibitory
C_428,36.489612999999736,1390.8544072999998,1_unsure,Ambiguous
C_429,35.24701099999993,1278.3917679,1_unsure,Excitatory
C_430,38.0619429999997,1267.7275574,1_unsure,Inhibitory
C_431,41.445970999999645,1361.7327538999998,1_unsure,Inhibitory
C_432,49.55892300000005,1239.0730494000002,1_unsure,Inhibitory
C_433,48.67761499999961,1353.2893729,1_unsure,Inhibitory
C_434,55.19743599999993,1242.8048651,1_unsure,Inhibitory
C_435,56.66467099999954,1302.5784076999996,1_unsure,OD Mature 1
C_436,57.33647799999972,1402.9534477,ACA,OD Mature 2
C_437,57.51198599999998,1278.8007151,1_unsure,Inhibitory
C_438,65.18774899999971,1386.9674692,1_unsure,OD Mature 1
C_439,61.43190799999957,1352.8645674000002,1_unsure,Inhibitory
C_440,73.6245319999998,1359.8717022,1_unsure,Inhibitory
C_441,72.71254699999963,1283.9930704,1_unsure,Inhibitory
C_442,74.91126999999959,1393.0553542000002,ACA,OD Mature 2
C_443,78.18215199999986,1271.0121788,1_unsure,Inhibitory
C_444,80.23159699999951,1298.0242217,BNST,Endothelial 3
C_445,87.93514699999969,1378.3342594,1_unsure,Ambiguous
C_446,90.5135709999995,1268.6585559,BNST,Ambiguous
C_447,89.98539599999958,1298.4648784,BNST,Inhibitory
C_448,94.80779099999972,1294.2823976999996,BNST,Inhibitory
C_449,95.451818,1341.3088534,BNST,Inhibitory
